	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
GNB1	3e-05	0.54521	0.00018	0.027	1e-05	0.03406	0.03803	0.0920742857143
RPP38	0.00045	0.0213	9e-05	1e-05	1e-05	0.61587	0.00763	0.0921942857143
TUBGCP3	0.00754	1e-05	0.63806	1e-05	1e-05	1e-05	1e-05	0.0922357142857
RPS18	1e-05	2e-05	0.03432	0.00158	1e-05	0.36689	0.24352	0.0923357142857
CHST3	0.03164	0.59563	1e-05	0.01261	2e-05	7e-05	0.00659	0.0923671428571
SQLE	0.10192	0.00428	0.00016	2e-05	0.00254	0.53767	9e-05	0.0923828571429
C2ORF47	0.05051	0.00397	0.00214	0.00227	1e-05	0.58633	0.00225	0.0924971428571
YWHAH	0.00184	0.5734	1e-05	4e-05	0.06413	0.00462	0.00368	0.0925314285714
ART3	0.00062	0.35488	0.0261	0.00064	0.24031	0.02161	0.00368	0.0925485714286
SPRR1A	0.04288	0.02672	0.00018	0.57834	2e-05	1e-05	3e-05	0.0925971428571
GLT25D1	1e-05	0.03223	1e-05	7e-05	1e-05	0.61564	0.00159	0.0927942857143
ARHGAP15	0.01511	0.1199	0.25582	0.01159	0.15537	0.05044	0.04135	0.0927971428571
CRYBB2P1	0.09948	0.00948	0.01458	0.28405	0.00024	0.03571	0.20682	0.0929085714286
C7ORF26	3e-05	0.00218	0.46146	0.15572	0.03052	0.00036	0.00018	0.0929214285714
DNAJC24	0.00817	0.00015	0.05586	0.01033	0.0057	0.01226	0.55828	0.0929642857143
USP14	1e-05	0.01654	0.00833	0.00585	0.45936	0.16143	1e-05	0.0930757142857
BDNF	0.04798	0.01021	0.01144	0.0025	0.00011	0.00144	0.57839	0.0931528571429
PPP6R3	0.00307	0.02091	0.07729	0.07237	0.0069	0.07101	0.40234	0.0934128571429
C11ORF57	0.00085	0.18787	0.13767	0.1554	0.16305	0.00422	0.00582	0.0935542857143
DHRS7B	3e-05	0.39631	0.18887	1e-05	0.00228	0.04548	0.02233	0.0936157142857
DLG1	0.00343	2e-05	0.25334	0.09701	1e-05	0.00337	0.29875	0.0937042857143
KNTC1	1e-05	1e-05	0.65721	1e-05	1e-05	1e-05	2e-05	0.0938971428571
PSMA2	1e-05	3e-05	0.55362	0.00549	0.0984	0.00015	2e-05	0.09396
PIH1D1	0.07691	0.00058	0.11894	0.00347	0.06858	0.00011	0.38932	0.0939871428571
DMC1	0.1882	0.00076	0.24602	0.10671	0.00709	0.00762	0.10283	0.0941757142857
WDFY3	0.00487	0.0532	0.10869	0.03855	0.4117	0.01302	0.03017	0.0943142857143
HDAC3	0.00047	0.20781	0.01468	0.40846	0.02804	2e-05	0.0012	0.0943828571429
DERL2	1e-05	1e-05	1e-05	0.00672	0.01413	0.01962	0.6203	0.0944
DHTKD1	0.00039	0.00017	0.1021	0.01126	1e-05	0.4274	0.11959	0.0944171428571
SAFB	8e-05	1e-05	0.24895	0.00934	0.04258	0.10714	0.25287	0.0944242857143
GNB5	0.0058	0.22153	0.00116	0.09771	1e-05	0.3348	1e-05	0.0944314285714
SYNE2	0.01516	0.0138	0.62091	1e-05	0.00098	0.00017	0.01161	0.0946628571429
SCP2	0.30481	0.0009	0.05163	0.07784	0.00704	0.04637	0.17413	0.0946742857143
BRD8	0.04097	0.10731	0.31795	0.1402	0.01878	0.0308	0.00678	0.0946842857143
KATNA1	0.16108	2e-05	0.44773	0.00016	2e-05	0.05414	8e-05	0.0947471428571
PPP3CC	0.00824	0.00848	1e-05	3e-05	0.00049	2e-05	0.64649	0.0948228571429
MRPL48	0.21017	0.07261	1e-05	0.10324	2e-05	0.02157	0.25634	0.0948514285714
TBC1D1	0.0271	0.00024	0.02135	1e-05	0.61532	1e-05	1e-05	0.0948628571429
ATP5J2	0.00043	0.01186	3e-05	0.00019	1e-05	0.64572	0.00626	0.0949285714286
MLANA	0.28455	1e-05	0.28774	0.00031	0.02554	0.04122	0.02563	0.095
SPECC1L	2e-05	0.38832	0.25956	0.00592	0.01023	0.00132	3e-05	0.0950571428571
INTS9	0.36022	0.01456	0.05978	0.00994	0.00068	0.22159	7e-05	0.0952628571429
SP1	3e-05	0.00011	0.56597	0.00177	0.05643	0.04329	1e-05	0.0953728571429
OAS3	0.07021	0.46303	3e-05	0.00214	1e-05	0.04415	0.08869	0.0954657142857
ZFP30	1e-05	0.06029	0.45199	0.023	3e-05	0.13316	1e-05	0.0954985714286
DEPDC1	1e-05	1e-05	0.66916	1e-05	1e-05	1e-05	1e-05	0.0956028571429
PREPL	0.32416	0.00488	0.00129	0.00083	1e-05	0.33801	9e-05	0.09561
SLC9A3R1	0.00025	0.00974	0.48671	0.06764	0.02407	0.08124	1e-05	0.0956657142857
GRK6	1e-05	1e-05	0.66783	8e-05	1e-05	0.00042	0.00141	0.0956814285714
PPP2R4	1e-05	0.09967	0.09872	0.1886	0.00159	0.00524	0.27719	0.09586
PARL	0.00135	0.0048	3e-05	1e-05	1e-05	0.32311	0.34172	0.0958614285714
LIPT1	0.00244	1e-05	0.11761	0.08147	0.23784	0.20079	0.03091	0.0958671428571
SOCS6	0.00102	0.12982	0.26447	0.00291	0.00497	0.09965	0.16838	0.0958885714286
RAC3	0.00071	0.40847	0.01482	0.02848	0.00097	0.04912	0.16883	0.0959142857143
TGFA	2e-05	0.6588	1e-05	0.0128	3e-05	2e-05	6e-05	0.0959628571429
CENPF	1e-05	1e-05	0.58451	1e-05	1e-05	1e-05	0.08761	0.0960242857143
HYOU1	0.01483	0.16145	0.07294	0.19833	0.14183	0.00478	0.07805	0.09603
ANXA7	1e-05	0.0015	0.00779	0.0003	1e-05	0.66379	1e-05	0.0962014285714
CRISPLD2	0.00205	0.05685	0.06964	0.06271	0.00028	0.48253	2e-05	0.0962971428571
IKBKAP	0.00057	0.43583	0.00141	0.00892	5e-05	0.19942	0.02821	0.0963442857143
PSMD10	0.04021	0.00037	0.06624	0.47599	1e-05	0.09194	0.00019	0.0964214285714
MSMO1	0.00757	0.03306	0.00039	1e-05	0.0182	0.61567	0.00061	0.0965014285714
UNKL	0.00085	0.05597	0.09695	0.03909	0.22039	0.18947	0.07348	0.0966
SEPT9	1e-05	0.32199	0.03073	0.12572	6e-05	0.00203	0.19656	0.0967285714286
FUBP3	0.11404	0.395	0.00261	0.1163	0.0155	0.02094	0.01301	0.0967714285714
C1ORF35	3e-05	1e-05	0.3865	0.1342	0.13383	0.01587	0.00791	0.0969071428571
PLEKHB2	1e-05	0.01729	0.43463	0.0003	0.00041	0.1307	0.09505	0.0969128571429
CIAO1	0.27473	0.03738	0.01144	0.00518	1e-05	0.16842	0.18339	0.0972214285714
MC5R	0.00878	0.10793	0.06782	0.00655	0.07066	0.11567	0.3035	0.0972728571429
ASB9	0.01246	0.07089	0.00044	0.00052	0.00017	0.15572	0.4409	0.0973
C1ORF27	0.30419	0.05248	0.01628	0.00395	1e-05	0.25608	0.04922	0.0974585714286
NUP54	3e-05	1e-05	0.59044	0.08824	0.00363	1e-05	1e-05	0.0974814285714
PRPF8	0.00243	0.0015	0.11208	0.14453	0.0656	0.12542	0.23108	0.09752
SETMAR	0.02734	0.00154	0.60112	0.00968	0.02082	0.02183	0.00147	0.0976857142857
MNAT1	2e-05	7e-05	2e-05	2e-05	1e-05	0.67539	0.00973	0.0978942857143
OR7E14P	0.00324	0.15632	0.00031	0.00467	0.00252	0.16287	0.35534	0.0978957142857
SIX1	0.02328	0.01781	0.0082	0.20564	0.18993	0.21826	0.02326	0.0980542857143
ANKLE2	4e-05	0.40659	0.00095	0.00999	1e-05	0.0001	0.26882	0.0980714285714
CBR1	1e-05	0.00136	2e-05	2e-05	1e-05	0.68532	2e-05	0.0981085714286
C10ORF88	2e-05	2e-05	0.27769	1e-05	0.06452	0.00235	0.34257	0.0981685714286
LY6D	0.00537	0.03803	0.01086	0.5498	0.07448	0.00838	0.00027	0.09817
HMMR	1e-05	1e-05	0.68847	1e-05	1e-05	9e-05	3e-05	0.0983757142857
PSMD13	0.00029	0.00078	0.01011	0.48967	0.00015	0.05332	0.13552	0.0985485714286
C12ORF48	1e-05	1e-05	0.69025	1e-05	1e-05	1e-05	1e-05	0.0986157142857
ING1	1e-05	0.02666	0.5379	0.10794	0.00477	0.01363	1e-05	0.0987028571429
LPGAT1	0.00717	0.65084	1e-05	0.00371	0.02177	0.00502	0.00275	0.0987528571429
RPS6KA3	1e-05	0.17419	0.02923	1e-05	5e-05	0.30306	0.18514	0.0988128571429
SMARCA5	1e-05	1e-05	0.62932	2e-05	9e-05	0.06273	1e-05	0.0988842857143
ZC3HAV1	0.04844	0.00086	0.01309	0.00071	7e-05	0.37429	0.25475	0.0988871428571
FAM134C	0.11647	0.0224	0.39889	0.01554	0.05038	0.03587	0.05404	0.0990842857143
CDK6	1e-05	1e-05	0.30295	0.08255	0.04423	0.06094	0.20319	0.0991257142857
HSPB1	1e-05	0.28021	0.07564	1e-05	0.0449	0.29297	0.00017	0.09913
RGS12	0.05978	0.01039	0.21391	0.31585	0.00897	0.00067	0.08516	0.0992471428571
SUZ12	1e-05	1e-05	0.19145	1e-05	0.46642	3e-05	0.03702	0.0992785714286
CHRNB3	0.04785	0.00413	0.43729	0.00137	0.14137	0.00044	0.06251	0.09928
SCYL2	0.00837	0.00034	0.00727	1e-05	1e-05	0.68046	1e-05	0.0994957142857
FAM168B	1e-05	0.00364	0.69267	0.00079	0.00035	1e-05	1e-05	0.09964
RAP2B	0.12525	0.03413	0.21982	0.00569	0.15426	0.09459	0.06439	0.0997328571429
PFKFB3	0.00101	0.0103	0.29485	0.32105	0.00225	0.06287	0.0064	0.0998185714286
ASPA	0.01717	0.00296	0.02767	0.00013	1e-05	0.43671	0.21409	0.09982
RHOT1	3e-05	0.00291	0.66946	0.00122	3e-05	0.01177	0.01344	0.0998371428571
C8ORF55	0.01302	0.04517	0.37461	0.01434	0.0004	0.14096	0.11092	0.0999171428571
RNF11	0.00619	0.08166	0.0416	0.00168	0.03946	0.47744	0.05213	0.100022857143
PRSS3	0.04279	0.0003	6e-05	0.61911	0.00176	0.00067	0.03568	0.100052857143
SLC4A1AP	0.52599	3e-05	0.00397	0.00121	2e-05	0.16359	0.00608	0.100127142857
SMC1A	0.03527	5e-05	0.17092	0.3632	1e-05	0.12843	0.00307	0.100135714286
BTAF1	1e-05	0.00112	0.27254	0.00573	1e-05	0.0008	0.42108	0.100184285714
RNF126	0.0012	0.08957	0.00394	0.47086	0.03548	0.05746	0.04302	0.100218571429
OSGEPL1	0.00011	1e-05	0.67484	0.00057	5e-05	0.00073	0.02547	0.100254285714
SNX11	0.0277	0.62806	1e-05	1e-05	0.00456	0.02322	0.01885	0.100344285714
ZNF45	0.00041	0.00077	0.58687	1e-05	1e-05	0.00117	0.11441	0.100521428571
PKP4	0.36412	0.04565	0.08523	0.00356	0.10822	0.09648	0.00166	0.100702857143
GPR3	0.01897	0.08676	0.12309	0.00318	0.11798	0.0009	0.355	0.10084
KIF18A	1e-05	1e-05	0.70595	1e-05	1e-05	1e-05	1e-05	0.100858571429
DHX30	0.33135	0.00074	0.0018	0.08067	0.01232	0.25597	0.02371	0.100937142857
SLC25A37	0.00023	0.0017	0.08051	0.05269	0.06079	0.17397	0.33716	0.101007142857
MRPS14	0.01203	0.01133	0.0002	0.00033	0.00505	0.30699	0.37119	0.101017142857
ARPC1B	0.25407	0.12912	0.13746	5e-05	1e-05	0.1414	0.04547	0.101082857143
CEP63	0.35981	4e-05	3e-05	0.00068	0.2048	0.14283	1e-05	0.101171428571
DUSP3	2e-05	0.10527	6e-05	0.0004	1e-05	0.5891	0.01351	0.101195714286
PPPDE1	0.00012	8e-05	0.52919	0.00094	0.02202	0.15606	9e-05	0.101214285714
AQP3	1e-05	0.06607	0.51292	0.05389	1e-05	0.0513	0.02433	0.101218571429
HARS2	0.05297	0.12434	0.00035	0.04129	0.00012	0.09475	0.39515	0.101281428571
GNB2	0.00237	0.13222	0.00682	0.27946	0.07053	0.12245	0.09538	0.101318571429
UTP3	0.00162	0.00045	0.02903	0.01164	0.00781	0.65468	0.00476	0.101427142857
CHMP7	8e-05	0.08927	0.00114	0.02321	5e-05	0.49206	0.1048	0.101515714286
SAP30	1e-05	1e-05	0.71289	4e-05	2e-05	1e-05	1e-05	0.101855714286
NRGN	1e-05	0.00012	0.61837	1e-05	0.08117	0.0147	0.00016	0.102077142857
MATN2	2e-05	0.00366	0.00316	0.49528	0.19214	0.01748	0.00291	0.102092857143
URB1	0.00753	0.00011	0.00346	7e-05	0.21973	0.0166	0.46717	0.102095714286
PCM1	0.00171	0.00925	0.64137	0.00066	0.02938	0.00164	0.03123	0.102177142857
HEATR2	0.32049	0.01076	0.00456	0.29588	0.06162	0.01158	0.01119	0.102297142857
CCNT2	0.00437	0.00132	0.07148	0.04994	0.04489	0.02533	0.51885	0.102311428571
RFC1	1e-05	1e-05	0.11235	1e-05	0.60609	1e-05	1e-05	0.102641428571
PCTP	6e-05	0.23908	0.00948	0.00098	0.00039	0.04228	0.42626	0.102647142857
TRIM26	0.00597	0.01285	0.65104	2e-05	1e-05	0.05008	0.00018	0.102878571429
KCNG1	6e-05	0.03576	1e-05	0.68222	0.00138	0.00075	1e-05	0.102884285714
HOXC5	1e-05	0.06148	0.57659	0.01126	0.00077	0.06122	0.00941	0.102962857143
RPL3L	0.00468	0.37625	0.02196	0.0456	0.27185	0.00038	9e-05	0.102972857143
PSMA7	1e-05	0.05522	2e-05	0.57264	1e-05	0.0911	0.00188	0.102982857143
RGS4	0.00041	0.00014	0.24575	0.01832	0.00026	3e-05	0.45637	0.10304
C11ORF75	1e-05	0.68654	0.00077	0.02704	0.00011	0.00016	0.00714	0.10311
ZNF614	4e-05	1e-05	6e-05	3e-05	0.00464	0.71723	1e-05	0.103145714286
STAB2	0.00013	1e-05	0.39337	0.05139	0.10905	0.01539	0.15303	0.103195714286
PPP5C	0.00173	1e-05	0.38841	0.0001	0.0028	0.32906	0.00144	0.103364285714
AMFR	0.00604	0.06714	0.07894	0.19752	0.001	0.17763	0.19576	0.103432857143
ZNF343	0.01355	0.00035	0.38891	0.00092	0.2585	0.05786	0.00423	0.103474285714
BCAT1	1e-05	1e-05	1e-05	0.23914	3e-05	0.47521	0.01	0.103487142857
EHBP1	0.23283	0.05809	0.00431	0.03471	0.19884	0.02881	0.16739	0.103568571429
PAPOLA	0.0002	1e-05	0.52845	0.11516	0.03574	0.01067	0.03558	0.103687142857
SRP54	0.06494	7e-05	0.16555	1e-05	2e-05	0.44357	0.05174	0.1037
PFDN1	0.0091	0.19188	0.06586	0.13231	0.0579	0.07021	0.19927	0.10379
KIAA0895	0.0021	0.23887	0.16502	0.17097	0.00201	0.14411	0.00371	0.103827142857
SLC5A2	0.0896	0.02142	0.06936	3e-05	0.00228	0.54529	0.00225	0.104318571429
NPHS2	0.35071	0.22087	0.00019	1e-05	4e-05	0.15869	0.0003	0.104401428571
FUT4	0.00121	0.14713	0.00265	0.5731	0.00554	0.00074	0.00053	0.104414285714
HOXA1	2e-05	1e-05	0.16345	0.16394	0.37772	0.02565	0.00016	0.104421428571
TTPAL	0.07025	2e-05	0.00043	4e-05	0.65939	0.00241	1e-05	0.10465
FOXC1	0.04629	0.20994	0.1993	0.17845	0.00084	0.00567	0.0924	0.104698571429
AMACR	1e-05	0.43621	0.03891	0.19771	0.02836	0.03106	0.0009	0.104737142857
MANEA	0.02803	2e-05	0.0043	1e-05	0.0109	0.51492	0.17554	0.104817142857
KIAA1279	0.00013	0.14341	0.27364	0.00694	1e-05	0.20109	0.10866	0.10484
TEX2	0.05858	2e-05	1e-05	0.66964	2e-05	0.00599	1e-05	0.104895714286
ZC3H13	0.00137	1e-05	0.70717	0.01434	0.01174	2e-05	0.0002	0.104978571429
NFYA	1e-05	2e-05	1e-05	1e-05	2e-05	0.01175	0.7231	0.104988571429
PDZD8	0.03534	0.14107	0.00469	0.14236	0.03201	0.09794	0.28232	0.105104285714
OSM	0.46108	0.02503	0.01008	0.01624	0.00073	0.18737	0.03536	0.105127142857
CLIP1	0.00333	0.5937	0.09764	3e-05	0.00869	0.00533	0.02778	0.105214285714
C1D	1e-05	2e-05	0.05455	0.22731	0.00135	0.02681	0.42658	0.105232857143
OAZ3	0.44626	0.25702	0.00103	0.00017	0.0001	0.0322	0.00015	0.105275714286
CDC25C	1e-05	1e-05	0.73661	1e-05	5e-05	1e-05	0.00025	0.105278571429
TXLNG	0.0003	0.01323	0.27519	0.19999	0.21229	0.03656	0.00088	0.105491428571
ZFP64	0.21291	0.01698	1e-05	0.1768	0.00031	0.32877	0.00334	0.105588571429
CYB5A	0.10877	0.13268	3e-05	8e-05	0.00165	0.49118	0.00475	0.105591428571
TESC	0.03879	0.00369	0.01096	0.06737	0.15156	1e-05	0.46683	0.105601428571
SEC61A1	1e-05	8e-05	1e-05	0.00014	1e-05	0.00347	0.73578	0.105642857143
HERC3	7e-05	0.17448	0.03941	4e-05	0.0056	4e-05	0.52	0.105662857143
TOMM34	0.2335	1e-05	0.33175	0.01721	2e-05	0.00327	0.15398	0.105677142857
TLK1	0.07851	1e-05	0.17051	3e-05	1e-05	6e-05	0.49135	0.105782857143
MRPS28	0.00022	0.00154	0.29912	1e-05	0.00536	0.43438	0.00012	0.105821428571
PRAMEF11	0.10605	0.02804	6e-05	0.01937	0.00406	0.54882	0.03456	0.105851428571
FAM162A	0.00094	0.01851	7e-05	0.10501	0.60956	0.00687	3e-05	0.105855714286
MYC	0.01745	1e-05	0.24725	0.00773	0.33448	0.01117	0.12304	0.105875714286
TROAP	1e-05	1e-05	0.7424	1e-05	1e-05	1e-05	1e-05	0.106065714286
RRP12	0.59317	0.02324	0.00209	0.02224	0.00062	0.09862	0.00446	0.106348571429
NDC80	1e-05	1e-05	0.74412	2e-05	0.00056	1e-05	1e-05	0.106391428571
SIKE1	0.00766	0.00132	0.17886	0.00076	0.0085	0.54808	3e-05	0.106458571429
ASB6	0.00076	1e-05	0.00054	0.66114	0.00013	0.00136	0.08142	0.10648
LY86	0.00419	0.0483	0.00994	0.00104	0.02384	0.60514	0.05304	0.106498571429
SIM2	0.00209	1e-05	5e-05	0.123	0.00013	0.01141	0.60975	0.106634285714
ZNF510	0.1319	0.07313	0.27753	0.00145	0.09886	0.09291	0.07068	0.106637142857
DNTTIP2	6e-05	0.00017	0.20374	0.00011	1e-05	0.5417	0.00109	0.106697142857
TIMM44	0.00117	0.03981	6e-05	0.26887	0.00104	0.02317	0.413	0.106731428571
EREG	8e-05	9e-05	0.69069	0.02051	0.03266	1e-05	0.0031	0.106734285714
PRKRA	0.69279	0.0116	1e-05	0.04186	1e-05	0.00085	9e-05	0.106744285714
PON2	0.16301	0.06504	0.00037	0.06338	0.09784	0.219	0.1391	0.10682
MAGEA1	0.00965	0.06565	0.30852	0.00048	2e-05	0.36159	0.0019	0.10683
PSMG2	0.00134	0.0564	0.47952	0.00169	0.14486	0.0455	0.01922	0.106932857143
RAB28	0.0023	1e-05	0.27699	0.37988	0.06041	0.00029	0.02877	0.10695
SLITRK5	0.21011	0.00277	6e-05	0.20887	0.01886	0.01623	0.29196	0.10698
AQP6	0.0011	0.00217	0.0014	0.23834	0.00031	0.44437	0.0626	0.107184285714
GLT25D2	0.38143	0.27229	0.02162	2e-05	0.0003	0.0134	0.06171	0.107252857143
ABCC2	0.00202	4e-05	0.07968	0.00486	0.36912	0.19244	0.10273	0.10727
TGFBRAP1	0.01379	0.00489	0.00093	0.12261	1e-05	0.25254	0.35632	0.107298571429
ACSL1	1e-05	0.37329	0.00378	0.34489	1e-05	0.02753	0.00169	0.107314285714
ASTN2	0.11032	1e-05	0.34891	0.01274	0.00721	0.27168	0.00117	0.107434285714
POFUT1	0.12997	0.00011	0.00353	0.27669	1e-05	0.02609	0.31662	0.107574285714
WBSCR22	0.00017	1e-05	4e-05	3e-05	1e-05	3e-05	0.75368	0.10771
UNC119	1e-05	0.04036	0.67406	0.00734	1e-05	0.03226	7e-05	0.10773
GABRA4	0.1611	0.03557	0.12233	0.01317	0.11	0.00336	0.30872	0.10775
C1GALT1	0.00138	0.01048	0.00085	0.00313	1e-05	0.00128	0.73912	0.108035714286
C6ORF162	0.00073	1e-05	0.348	1e-05	1e-05	0.40765	1e-05	0.10806
RPAP1	0.00563	1e-05	0.13093	0.19071	1e-05	0.40925	0.02008	0.108088571429
EYA3	0.0063	0.61488	0.00039	0.00015	2e-05	0.01509	0.12052	0.108192857143
CNOT3	0.04707	0.0016	0.22216	0.31266	0.09906	0.0636	0.01124	0.108198571429
ZZZ3	0.05487	0.19687	0.03153	0.17689	0.00211	0.11124	0.18452	0.10829
RAB27A	0.01818	0.52927	0.00662	3e-05	1e-05	0.19123	0.01273	0.108295714286
ABL1	0.08973	0.00037	0.33477	0.02903	0.05987	0.22859	0.01595	0.10833
NETO2	0.01528	1e-05	0.49882	0.22696	0.01006	0.00114	0.00702	0.10847
PFKFB4	0.09815	0.19429	0.01807	0.03972	0.01803	0.38639	0.00499	0.10852
HSD17B10	0.01632	0.00172	1e-05	0.00052	1e-05	0.74114	1e-05	0.108532857143
LOC283683	0.02131	0.00165	0.01894	0.03155	0.35684	0.12636	0.20378	0.108632857143
SNX10	0.00119	0.36135	0.00848	1e-05	3e-05	0.38998	3e-05	0.108724285714
ENOX1	2e-05	0.00122	0.38192	0.14312	0.00393	0.00012	0.23108	0.108772857143
TGFBR1	0.01281	0.03348	0.00284	1e-05	0.0043	0.63078	0.07764	0.108837142857
LINC00339	0.41878	1e-05	0.28478	1e-05	0.00066	0.00027	0.05761	0.108874285714
SIGLEC15	0.10684	0.21218	0.0234	0.03047	0.13348	0.25419	0.00237	0.10899
NPAT	0.00035	0.00198	0.45665	0.00139	0.30111	1e-05	0.00172	0.10903
CEPT1	0.07032	0.0003	0.00029	0.00119	0.00426	0.33056	0.35633	0.109035714286
LPL	1e-05	0.01441	3e-05	0.64447	0.00206	0.00514	0.09721	0.109047142857
CEP76	1e-05	1e-05	0.76348	1e-05	1e-05	1e-05	1e-05	0.109077142857
PSMA6	0.01016	0.00877	1e-05	0.00108	1e-05	0.74435	1e-05	0.109198571429
EXOC5	0.00637	2e-05	0.73902	2e-05	0.00103	0.01793	1e-05	0.1092
SNRPB2	1e-05	0.00656	0.30265	0.00573	0.00254	0.02833	0.41922	0.109291428571
CECR5	0.01108	0.18569	1e-05	0.26548	0.22906	0.01204	0.0623	0.10938
DYNLL1	1e-05	0.07158	5e-05	4e-05	1e-05	0.00051	0.69365	0.109407142857
TASP1	0.00237	0.0062	0.26896	2e-05	0.03815	0.44288	0.00775	0.109475714286
ARHGEF6	0.00191	0.00138	0.41033	0.00949	0.224	0.1202	4e-05	0.109621428571
TH1L	0.00366	0.00021	1e-05	0.00381	0.00075	0.72127	0.03783	0.109648571429
ETNK2	0.1966	0.01694	0.27637	0.0425	0.028	0.18095	0.02621	0.109652857143
UXS1	8e-05	9e-05	1e-05	3e-05	1e-05	0.75286	0.01469	0.109681428571
CA12	0.11525	0.54948	0.05864	0.04479	4e-05	0.00016	0.00022	0.109797142857
MRM1	0.00018	0.00028	0.00118	0.58759	0.00471	0.0507	0.12405	0.109812857143
TMEM183A	0.03245	0.05091	0.33816	3e-05	0.21944	0.00145	0.12642	0.109837142857
NPC1L1	0.02858	0.10186	0.03386	0.00453	0.51779	0.00187	0.08084	0.109904285714
EXOG	0.70542	0.02571	1e-05	1e-05	1e-05	0.00242	0.03656	0.11002
YWHAB	1e-05	2e-05	0.0016	2e-05	1e-05	0.69796	0.0711	0.110102857143
MAPK8	1e-05	0.00172	0.71192	1e-05	0.00132	0.00471	0.0519	0.110227142857
CABP5	0.00115	0.47947	0.08316	4e-05	0.14636	0.00011	0.06141	0.110242857143
CCNT1	0.0196	0.36969	0.00026	0.00045	9e-05	0.38057	0.00124	0.110271428571
POLR2A	0.0001	1e-05	0.37235	0.23486	0.00595	0.00051	0.15823	0.110287142857
CHCHD8	0.29874	0.09324	1e-05	0.00019	0.00011	0.3756	0.00531	0.110457142857
KRI1	0.00022	1e-05	1e-05	0.51104	0.02261	1e-05	0.23931	0.110458571429
HOMER2	0.0908	0.01206	6e-05	0.30979	1e-05	0.2022	0.15831	0.110461428571
FAM30A	0.02116	0.00059	0.00233	0.00014	1e-05	0.43408	0.31499	0.110471428571
YOD1	0.00429	0.00739	0.00119	0.09607	0.23679	0.30853	0.11947	0.110532857143
PLXNA2	0.68189	0.00599	0.02475	0.00045	0.00113	0.00371	0.05699	0.110701428571
THOC2	1e-05	0.00591	0.15198	0.20517	1e-05	0.36285	0.04953	0.11078
EPRS	0.00196	0.00011	0.00309	1e-05	4e-05	0.1137	0.65665	0.110794285714
FAM18B1	3e-05	0.16191	0.01568	0.11596	0.00748	0.06615	0.40855	0.110822857143
PRKCG	0.01135	0.14585	0.1586	0.09786	0.03579	0.08196	0.24456	0.110852857143
DDX50	0.00575	0.04489	0.0029	0.00123	0.71811	9e-05	0.00339	0.110908571429
ADO	0.06276	0.15438	2e-05	6e-05	1e-05	0.00093	0.55834	0.110928571429
LAMA3	0.28487	0.02479	0.04182	0.01819	0.00206	0.01281	0.3923	0.110977142857
STAG1	0.06403	0.00989	0.6851	0.01733	2e-05	1e-05	0.00127	0.111092857143
PSMC1	8e-05	0.52457	0.00155	0.25029	1e-05	0.00091	0.0004	0.111115714286
ME1	3e-05	0.06099	0.00054	0.00893	0.16805	0.25961	0.28005	0.111171428571
TOP2A	1e-05	1e-05	0.77859	1e-05	1e-05	0.00011	1e-05	0.11125
TMED1	0.01522	0.00864	0.01406	0.13726	0.00079	0.15727	0.44566	0.111271428571
RCN1	8e-05	0.00036	0.00479	0.03955	0.001	0.24044	0.49301	0.111318571429
MAP3K9	1e-05	0.40026	0.27997	0.02087	0.04429	0.0033	0.03063	0.111332857143
DGKZ	0.00029	0.00707	0.34867	0.004	1e-05	0.03035	0.38904	0.111347142857
RNF111	0.00015	0.34504	0.02304	0.00086	0.00501	0.26033	0.1451	0.111361428571
FKTN	0.00059	1e-05	0.72798	0.00036	0.00027	0.00096	0.04937	0.111362857143
VASH2	2e-05	4e-05	0.62453	0.05376	0.01061	0.08737	0.00416	0.111498571429
CLDN10	0.2681	0.00419	0.3079	0.12554	0.03705	0.03323	0.00457	0.111511428571
NR2C2	0.48587	0.00077	0.00906	0.14298	0.00079	0.11149	0.02989	0.11155
PLOD3	6e-05	0.15152	1e-05	0.38384	1e-05	0.00734	0.23821	0.11157
COMMD4	0.25912	0.03296	0.47	0.00031	0.0001	5e-05	0.01915	0.11167
RPL37A	2e-05	0.01041	3e-05	0.0005	0.59011	0.11525	0.06565	0.11171
BMP8B	0.00032	4e-05	0.02657	0.04593	0.6011	0.10777	0.00024	0.11171
RAB22A	1e-05	0.00085	6e-05	0.15695	0.54639	0.07178	0.00792	0.111994285714
NHLRC2	1e-05	1e-05	0.78011	0.00167	1e-05	0.00021	0.00247	0.11207
P2RY6	0.01116	0.0001	2e-05	2e-05	0.14461	0.62703	0.00194	0.112125714286
POMZP3	0.0244	0.11796	0.60946	0.02435	0.00044	1e-05	0.00831	0.112132857143
MFN2	0.00034	0.00014	0.00173	0.01786	0.01842	0.73902	0.00919	0.112385714286
ZNF180	0.00281	0.02898	0.66048	0.02131	0.0315	0.04027	0.00153	0.112411428571
ACOX1	0.2753	0.4476	5e-05	0.01149	1e-05	0.0414	0.01252	0.112624285714
SEPW1	0.06081	0.24889	0.01667	0.00359	1e-05	0.39063	0.06787	0.112638571429
MED4	0.00043	1e-05	0.00679	0.36332	1e-05	1e-05	0.41822	0.112684285714
