	#_of_exp (A375)	#_of_exp(fc<0) (A375)	Essentiality Score (ES) (A375)	empirical_pVal (A375)	#_of_exp (A549)	#_of_exp(fc<0) (A549)	Essentiality Score (ES) (A549)	empirical_pVal (A549)	#_of_exp (BT20)	#_of_exp(fc<0) (BT20)	Essentiality Score (ES) (BT20)	empirical_pVal (BT20)	#_of_exp (LNCAP)	#_of_exp(fc<0) (LNCAP)	Essentiality Score (ES) (LNCAP)	empirical_pVal (LNCAP)	#_of_exp (MCF7)	#_of_exp(fc<0) (MCF7)	Essentiality Score (ES) (MCF7)	empirical_pVal (MCF7)	#_of_exp (MDAMB231)	#_of_exp(fc<0) (MDAMB231)	Essentiality Score (ES) (MDAMB231)	empirical_pVal (MDAMB231)	#_of_exp (PC3)	#_of_exp(fc<0) (PC3)	Essentiality Score (ES) (PC3)	empirical_pVal (PC3)
POP4	90	50	-11.409	0.00295	138	93	-16.707	1e-05	96	59	-17.486	1e-05	101	70	-10.489	1e-05	174	114	-10.118	1e-05	96	65	-2.376	0.18499	78	30	-17.995	0.00014
PPARD	90	60	-6.669	0.03601	138	58	3.493	0.82736	96	32	-4.154	0.12406	101	54	-4.12	0.01728	174	104	1.612	0.87201	96	38	-6.271	0.0376	78	33	-0.491	0.45204
PPARG	90	47	-22.755	1e-05	138	98	1.096	0.64979	96	65	-14.918	1e-05	101	72	1.579	0.8302	174	108	-3.974	0.00256	96	59	-7.558	0.0037	78	28	0.663	0.55846
PPIC	90	47	0.787	0.57487	138	70	-5.675	0.04612	96	55	-8.504	0.00152	101	65	-6.933	6e-05	174	67	-0.327	0.42496	96	41	-4.195	0.10514	78	39	-4.415	0.12357
PPIE	90	37	-11.487	0.00918	138	91	-14.839	1e-05	96	56	-4.109	0.06799	101	51	-2.645	0.09027	174	99	-0.849	0.27981	96	62	-1.667	0.26943	78	43	-2.778	0.22065
PPOX	90	26	1.917	0.63551	138	63	3.878	0.86257	96	42	2.663	0.80188	101	19	1.942	0.73283	174	77	-0.807	0.30921	96	45	1.511	0.68346	78	47	-0.891	0.39876
PPP1R13B	90	59	1.183	0.62649	138	80	5.5	0.95895	96	46	3.973	0.90713	101	40	-0.807	0.35574	174	72	1.353	0.79055	96	53	0.754	0.60017	78	54	3.654	0.87122
PPP2R3C	90	37	-3.217	0.24791	138	82	-8.794	0.00264	96	52	-9.591	0.00052	101	58	1.816	0.83703	174	71	-2.099	0.10927	96	52	-5.188	0.04137	78	45	-6.362	0.03676
PPP2R5A	90	28	-0.243	0.48317	138	54	0.262	0.52643	96	31	-1.151	0.37434	101	46	-3.94	0.0317	174	74	-6.081	0.00036	96	57	-2.01	0.24046	78	28	-2.789	0.26497
PPP2R5E	90	35	5.537	0.8729	138	68	-5.947	0.04047	96	44	-4.554	0.07156	101	33	3.087	0.89408	174	72	-0.045	0.49032	96	54	-2.955	0.15533	78	29	-9.981	0.01514
PRAF2	90	25	-4.492	0.21653	138	32	1.205	0.59733	96	52	-9.251	0.00076	101	41	-0.401	0.42503	174	61	2.118	0.8752	96	35	-2.761	0.22069	78	34	0.242	0.52223
PRCP	90	34	-0.896	0.42553	138	48	2.859	0.7604	96	37	-9.971	0.00232	101	19	-5.132	0.06488	174	97	-1.587	0.13693	96	29	1.323	0.63291	78	36	-1.517	0.3515
PRKACA	90	41	-8.87	0.02528	138	59	2.097	0.71797	96	31	-2.262	0.26628	101	35	-1.225	0.29819	174	82	-0.858	0.29601	96	31	-1.943	0.305	78	53	-0.969	0.38503
PRKAG2	90	64	-13.786	3e-05	138	80	-8.271	0.00433	96	70	-3.694	0.06373	101	62	-6.611	0.00018	174	108	-6.1	3e-05	96	51	-0.807	0.3937	78	38	-12.331	0.00108
PRKCD	90	47	-14.832	0.00038	138	55	3.949	0.85147	96	37	-4.982	0.06978	101	56	-3.898	0.02071	174	82	-0.799	0.30936	96	34	3.033	0.79439	78	32	-0.049	0.49481
PRKCH	90	66	-11.254	0.00065	138	77	-1.041	0.37047	96	60	-8.344	0.00099	101	66	-3.328	0.02789	174	123	-2.159	0.04843	96	68	0.588	0.59183	78	44	-9.216	0.00581
PRKCQ	90	47	0.18	0.51715	138	77	1.236	0.64779	96	58	0.177	0.52563	101	63	2.287	0.89902	174	95	1.072	0.76793	96	40	-5.83	0.0442	78	55	2.962	0.81993
PRKX	90	38	-5.231	0.12979	138	68	-3.125	0.17916	96	46	0.472	0.56296	101	31	0.409	0.56461	174	104	0.699	0.69029	96	45	4.373	0.91214	78	40	-6.587	0.04134
PROS1	90	48	-2.03	0.31394	138	56	-1.301	0.3648	96	46	-1.501	0.30708	101	70	-1.408	0.19942	174	82	-5.54	0.00055	96	14	2.121	0.65011	78	17	-1.305	0.40494
PRPF4	90	39	-15.317	0.00077	138	94	-15.385	1e-05	96	63	-10.608	3e-05	101	44	-1.744	0.20464	174	81	-5.99	0.00026	96	71	-10.981	2e-05	78	30	-4.147	0.16979
PRR15L	90	47	4.465	0.85714	138	61	0.7	0.57498	96	50	1.277	0.67262	101	51	-12.909	1e-05	174	89	-2.037	0.09228	96	56	2.676	0.82789	78	47	0.861	0.59987
PRR7	90	44	-1.31	0.38037	138	74	-11.453	0.00032	96	62	-11.676	2e-05	101	63	-3.555	0.02384	174	89	-3.318	0.01633	96	50	-11.249	0.00018	78	37	-18.376	3e-05
PRSS23	90	37	-7.736	0.05255	138	68	-11.039	0.00091	96	63	-5.273	0.02075	101	58	-4.851	0.00536	174	84	-10.755	1e-05	96	31	-2.76	0.23516	78	21	-0.318	0.47619
PRUNE	90	57	-12.787	0.00052	138	61	-8.792	0.00827	96	51	-0.783	0.39028	101	68	-8.442	1e-05	174	89	-7.225	1e-05	96	59	-3.764	0.08946	78	31	-11.53	0.0049
PSIP1	90	45	-7.365	0.0432	138	68	-1.224	0.35966	96	51	-1.987	0.24052	101	45	2.058	0.83806	174	91	-4.001	0.00521	96	60	-4.903	0.0389	78	39	-5.454	0.07658
PSMB10	90	28	5.851	0.85911	138	72	-9.782	0.00169	96	27	1.28	0.63053	101	54	-4.975	0.00588	174	74	-0.581	0.36097	96	31	3.105	0.79285	78	45	-7.621	0.01644
PSMB8	90	18	0.122	0.50812	138	45	-4.027	0.16899	96	32	0.495	0.55384	101	61	-3.322	0.03487	174	115	-2.953	0.01466	96	54	2.161	0.77283	78	21	-4.22	0.20861
PSMD10	90	60	-6.491	0.0401	138	91	-9.935	0.00035	96	45	-4.595	0.06671	101	47	-0.119	0.4757	174	88	-8.23	1e-05	96	63	-3.613	0.08979	78	41	-13.65	0.00018
PSMD2	90	60	-15.041	1e-05	138	62	-6.87	0.02907	96	46	-15.388	1e-05	101	51	-3.161	0.0557	174	92	-9.332	1e-05	96	64	-9.719	0.00019	78	44	-14.588	3e-05
PSMD4	90	43	1.873	0.6676	138	59	-6.723	0.03415	96	38	-2.696	0.20781	101	43	-2.83	0.09564	174	73	-2.701	0.0567	96	41	3.366	0.84192	78	32	-4.996	0.11976
PSMD9	90	44	-2.558	0.2762	138	79	-0.014	0.49751	96	32	1.341	0.6441	101	33	-5.117	0.02369	174	68	0.626	0.63868	96	59	-3.447	0.10876	78	32	-2.155	0.30242
PSME1	90	26	2.573	0.67916	138	44	-1.253	0.38366	96	26	0.079	0.50728	101	29	-11.298	0.00014	174	58	-3.79	0.02558	96	26	-0.777	0.42308	78	17	-2.774	0.30951
PSME2	90	38	-16.677	0.00044	138	52	-6.522	0.04884	96	43	-4.94	0.05749	101	61	-7.95	1e-05	174	94	-11.003	1e-05	96	53	-0.814	0.38822	78	33	-10.094	0.00974
PSMF1	90	40	0.996	0.58759	138	68	-0.176	0.47785	96	48	-2.293	0.21868	101	48	-1.513	0.22596	174	95	0.316	0.58604	96	43	-0.669	0.41897	78	42	0.958	0.60182
PSMG1	90	63	-11.631	0.0007	138	100	-17.52	1e-05	96	62	-15.497	1e-05	101	68	-9.421	1e-05	174	101	-11.206	1e-05	96	70	-16.416	1e-05	78	47	-10.334	0.00178
PSRC1	90	62	-17.576	1e-05	138	78	-19.374	1e-05	96	56	-5.532	0.02331	101	56	-2.55	0.08888	174	104	-2.986	0.01761	96	66	-9.232	0.00025	78	59	-16.111	1e-05
PTGS2	90	54	-6.719	0.04308	138	73	-9.575	0.00223	96	60	-0.617	0.40787	101	45	-2.495	0.11795	174	102	-4.931	0.0004	96	56	1.11	0.65339	78	23	-6.634	0.09455
PTK2	90	39	0.777	0.5676	138	78	-1.194	0.355	96	49	5.356	0.96514	101	58	-1.542	0.20266	174	67	-1.248	0.23603	96	44	-0.84	0.39794	78	18	-3.402	0.26791
PTK2B	90	40	2.715	0.72648	138	57	-0.593	0.43861	96	48	0.595	0.57872	101	66	1.502	0.80733	174	92	-0.134	0.46236	96	39	-1.883	0.2915	78	50	4.161	0.89074
PTPLAD1	90	51	-12.561	0.00123	138	51	-0.196	0.4823	96	59	0.502	0.57629	101	63	-2.484	0.0807	174	55	-1.792	0.17589	96	34	-2.612	0.23672	78	36	-4.749	0.11818
PTPN1	90	47	-12.176	0.00273	138	71	-5.008	0.06758	96	60	-0.264	0.45979	101	39	-3.331	0.07181	174	66	-2.245	0.10182	96	26	1.343	0.62671	78	41	-16.005	3e-05
PTPN12	90	56	-12.672	0.00074	138	79	-15.328	1e-05	96	36	-5.385	0.05851	101	59	-6.697	0.00027	174	65	-3.651	0.02326	96	64	-9.644	0.0002	78	29	0.179	0.52032
PTPN6	90	51	-5.468	0.08751	138	54	-6.234	0.05422	96	25	-0.534	0.4494	101	38	-4.153	0.03942	174	56	-0.264	0.44571	96	35	-2.377	0.2539	78	23	-0.641	0.44662
PTPRC	90	34	3.28	0.74997	138	72	1.22	0.6428	96	49	0.861	0.61676	101	41	-2.054	0.17218	174	91	1.309	0.80756	96	34	-0.699	0.42287	78	51	6.666	0.97685
PTPRF	90	40	5.437	0.88608	138	42	4.455	0.84684	96	34	0.299	0.5378	101	36	0.139	0.52392	174	77	-0.32	0.42218	96	45	0.2	0.52306	78	48	-3.339	0.1653
PTPRK	90	41	3.464	0.77912	138	60	1.449	0.65417	96	27	-3.425	0.19136	101	25	1.213	0.67199	174	59	-1.529	0.20552	96	44	-2.608	0.21057	78	43	-2.462	0.24745
PUF60	90	50	-9.729	0.00915	138	36	22.073	1.0	96	40	3.236	0.84247	101	39	12.727	1.0	174	72	-7.089	9e-05	96	44	-1.4	0.33282	78	28	-14.63	0.00116
PWP1	90	38	-14.561	0.00157	138	70	0.705	0.58429	96	46	1.737	0.71902	101	54	-0.665	0.36056	174	77	-3.686	0.01424	96	46	2.263	0.76412	78	33	6.71	0.9445
PXMP2	90	58	-19.018	1e-05	138	91	-6.835	0.01028	96	80	-7.445	0.00037	101	73	-2.735	0.0504	174	109	-8.791	1e-05	96	59	-13.058	2e-05	78	50	-8.062	0.00864
PXN	90	44	-12.607	0.00257	138	37	3.494	0.77801	96	46	-4.588	0.0654	101	28	-1.727	0.25184	174	65	-2.015	0.1287	96	46	-0.831	0.39489	78	26	-0.525	0.4546
PYCR1	90	43	-16.03	0.00023	138	76	-24.335	1e-05	96	65	-13.281	1e-05	101	61	-8.168	1e-05	174	92	-9.711	1e-05	96	38	-1.501	0.3327	78	31	-11.556	0.00482
PYGL	90	35	-5.493	0.13042	138	39	-0.93	0.41728	96	50	3.749	0.90119	101	33	-0.541	0.41111	174	80	-0.897	0.28688	96	48	-1.677	0.29335	78	27	-4.255	0.17551
RAB11FIP2	90	32	-9.612	0.03275	138	75	2.358	0.76572	96	50	-1.795	0.26557	101	63	0.174	0.53734	174	99	1.763	0.88938	96	39	1.504	0.67262	78	47	-0.488	0.44424
RAB21	90	43	0.032	0.50355	138	72	-1.254	0.35186	96	43	1.959	0.7368	101	39	0.901	0.65809	174	105	-3.153	0.01346	96	46	-0.901	0.38633	78	52	-5.76	0.04097
RAB27A	90	42	-8.202	0.03441	138	61	-1.69	0.31735	96	48	-1.833	0.26618	101	38	-5.519	0.01079	174	96	-1.986	0.08802	96	64	-1.515	0.28601	78	54	-4.831	0.06781
RAB31	90	54	3.342	0.80633	138	58	2.78	0.77342	96	20	-1.858	0.33761	101	71	2.106	0.89529	174	101	-5.503	0.00015	96	51	4.204	0.91854	78	51	-6.411	0.02659
RAB4A	90	43	-10.311	0.01029	138	49	-2.291	0.28561	96	40	-0.33	0.46075	101	58	-1.918	0.15062	174	97	-2.56	0.04076	96	56	-6.079	0.01759	78	29	-7.41	0.051
RAC2	90	56	-13.344	0.00031	138	74	-0.546	0.43445	96	44	-5.996	0.0283	101	82	-2.37	0.06453	174	110	-3.592	0.00469	96	55	-9.916	0.00036	78	25	-4.932	0.15056
RAD51C	90	52	-16.889	1e-05	138	82	-28.85	1e-05	96	62	-6.288	0.00807	101	46	-2.047	0.16266	174	85	-9.997	1e-05	96	55	1.585	0.70844	78	42	-16.095	3e-05
RAD9A	90	61	-10.319	0.00261	138	84	-14.931	1e-05	96	45	-3.855	0.10367	101	71	-5.023	0.00155	174	94	-7.487	1e-05	96	62	-15.515	1e-05	78	23	-3.561	0.23644
RAE1	90	53	-23.058	1e-05	138	94	-19.703	1e-05	96	67	-14.418	1e-05	101	65	-8.737	1e-05	174	97	-12.124	1e-05	96	64	-6.308	0.00978	78	38	-8.971	0.0118
RAI14	90	41	4.049	0.81663	138	36	-1.912	0.33937	96	55	-1.45	0.29709	101	43	-1.672	0.21419	174	79	-0.99	0.26795	96	32	0.016	0.49955	78	37	2.295	0.72537
RALA	90	48	-7.376	0.03915	138	84	-2.979	0.1659	96	60	-4.038	0.06282	101	34	-2.727	0.13009	174	103	-2.706	0.02894	96	35	1.784	0.69061	78	39	-5.113	0.09039
RALB	90	52	-10.426	0.00499	138	66	-8.061	0.01037	96	65	-18.29	1e-05	101	66	-9.102	1e-05	174	86	-8.542	1e-05	96	63	-6.283	0.01052	78	28	0.04	0.50204
RALGDS	90	32	-5.872	0.12582	138	57	2.053	0.71083	96	22	-0.295	0.47428	101	36	-2.971	0.10536	174	46	0.098	0.51668	96	19	1.335	0.61242	78	32	7.545	0.96063
RAP1GAP	90	46	-0.48	0.45573	138	63	-18.885	1e-05	96	23	-4.651	0.13876	101	47	-1.874	0.18037	174	56	0.657	0.63703	96	43	-2.151	0.25404	78	36	1.682	0.66457
RASA1	90	60	-1.514	0.33928	138	81	-3.176	0.15583	96	44	0.577	0.57399	101	54	-2.255	0.11959	174	70	0.653	0.64747	96	63	-7.56	0.00306	78	32	5.77	0.91336
RB1	90	50	2.041	0.69332	138	81	-5.207	0.04894	96	41	3.071	0.83117	101	66	-6.612	0.0001	174	81	-2.652	0.04982	96	62	-9.485	0.0003	78	55	-5.569	0.04201
RBKS	90	37	-2.08	0.33186	138	48	-0.357	0.46655	96	38	0.533	0.56429	101	36	-4.109	0.04399	174	84	-3.811	0.00882	96	37	-0.201	0.47744	78	26	-4.087	0.18993
RBM15B	90	37	2.389	0.69668	138	63	0.671	0.5761	96	50	1.251	0.66962	101	37	-1.556	0.24788	174	77	0.064	0.51481	96	59	-0.583	0.41678	78	43	2.451	0.74903
RBM34	90	25	-3.502	0.27035	138	38	-1.471	0.37093	96	37	9.56	0.9967	101	23	-1.422	0.30994	174	26	-5.065	0.04543	96	45	-0.171	0.47629	78	27	-5.622	0.11109
RBM6	90	50	-4.631	0.12604	138	88	-8.412	0.00278	96	31	1.708	0.68505	101	39	0.519	0.59271	174	61	-4.27	0.01269	96	45	2.059	0.74173	78	42	1.842	0.69236
REEP5	90	52	-2.504	0.26412	138	79	-1.346	0.33494	96	48	-0.76	0.39764	101	45	-1.827	0.19147	174	81	-7.413	1e-05	96	42	2.702	0.79341	78	29	-4.533	0.15524
RELB	90	54	-6.119	0.05894	138	54	4.796	0.89501	96	46	1.081	0.6414	101	58	-1.174	0.26285	174	96	0.517	0.63802	96	45	-0.683	0.41272	78	38	1.927	0.69203
RFC2	90	49	-18.275	1e-05	138	80	-21.143	1e-05	96	68	-10.229	3e-05	101	72	-10.026	1e-05	174	108	-11.127	1e-05	96	67	-17.997	1e-05	78	29	-34.419	1e-05
RFC5	90	59	-19.661	1e-05	138	92	-21.561	1e-05	96	64	-9.35	0.00011	101	57	-10.447	1e-05	174	91	-10.914	1e-05	96	75	-13.902	1e-05	78	36	-17.462	1e-05
RFNG	90	34	3.535	0.76617	138	55	-0.146	0.4849	96	35	3.808	0.86365	101	36	-0.492	0.41574	174	85	-0.334	0.41524	96	41	-0.079	0.48788	78	44	4.741	0.90488
RFX5	90	31	-10.99	0.0194	138	54	-10.663	0.00366	96	45	-9.939	0.00108	101	42	-8.163	0.00022	174	57	-3.117	0.05419	96	58	-7.585	0.00407	78	30	-18.497	0.0001
RGS2	90	59	-11.971	0.00075	138	65	-21.794	1e-05	96	60	-0.44	0.4335	101	76	-0.185	0.45429	174	100	-1.909	0.09209	96	50	-3.855	0.10181	78	24	-14.618	0.00299
RHEB	90	49	-18.11	1e-05	138	55	-5.967	0.06035	96	39	0.106	0.51405	101	65	-9.992	1e-05	174	100	-4.385	0.00166	96	46	-2.012	0.26149	78	37	-1.27	0.37157
RHOA	90	60	-8.147	0.01404	138	60	-0.605	0.43121	96	53	-8.633	0.00137	101	62	-9.966	1e-05	174	84	-6.767	5e-05	96	56	-0.156	0.47971	78	37	-9.777	0.00787
RNF167	90	33	5.616	0.86814	138	55	-8.367	0.01488	96	36	5.381	0.94017	101	27	-2.482	0.17731	174	39	-2.483	0.14128	96	45	-1.153	0.35734	78	29	4.972	0.86866
RNH1	90	27	4.246	0.78002	138	48	4.265	0.8536	96	31	-1.143	0.3752	101	28	0.277	0.54386	174	40	1.597	0.7615	96	32	-0.66	0.42802	78	22	-3.458	0.24576
RNMT	90	39	-18.663	7e-05	138	50	-5.971	0.06918	96	38	4.343	0.90282	101	64	-3.498	0.02437	174	66	1.08	0.73212	96	37	3.239	0.82042	78	28	-2.522	0.28527
RNPS1	90	62	-14.247	4e-05	138	93	-14.243	1e-05	96	69	-11.669	1e-05	101	68	-6.679	4e-05	174	112	-4.774	0.00028	96	67	-7.991	0.00108	78	51	-9.014	0.00339
RPA1	90	65	-19.826	1e-05	138	89	-16.12	1e-05	96	60	-13.434	1e-05	101	63	-8.761	1e-05	174	99	-10.601	1e-05	96	74	-14.027	1e-05	78	37	-19.094	2e-05
RPA2	90	53	-21.919	1e-05	138	89	-19.437	1e-05	96	67	-10.974	1e-05	101	70	-10.86	1e-05	174	108	-9.566	1e-05	96	74	-13.72	1e-05	78	46	-15.957	1e-05
RPA3	90	50	-22.166	1e-05	138	87	-17.669	1e-05	96	56	-7.057	0.00555	101	62	-10.878	1e-05	174	86	-12.869	1e-05	96	61	-7.047	0.00514	78	42	-19.216	1e-05
RPIA	90	53	-10.023	0.00607	138	88	-17.872	1e-05	96	57	-2.749	0.15436	101	46	0.401	0.57634	174	68	-2.867	0.05164	96	56	-6.026	0.01831	78	32	-0.048	0.49493
RPL39L	90	54	-21.801	1e-05	138	97	-18.98	1e-05	96	60	-6.676	0.00605	101	59	-5.273	0.00295	174	103	-7.536	1e-05	96	64	-13.529	1e-05	78	41	-22.6	1e-05
RPN1	90	48	-28.371	1e-05	138	66	-15.325	1e-05	96	75	-11.681	1e-05	101	71	-9.313	1e-05	174	84	-14.185	1e-05	96	40	-2.757	0.20704	78	39	-14.298	0.00018
RPP38	90	51	-13.696	0.00059	138	77	-6.53	0.02216	96	71	-9.093	0.0001	101	72	-8.191	1e-05	174	107	-8.744	1e-05	96	46	0.928	0.61539	78	44	-8.841	0.00746
RPS5	90	48	-2.639	0.26323	138	76	1.655	0.69795	96	53	-7.538	0.00433	101	52	0.729	0.64875	174	95	-0.035	0.49182	96	54	-0.278	0.4622	78	22	5.545	0.86133
RPS6	90	43	-2.735	0.26512	138	69	1.014	0.61888	96	32	2.382	0.74655	101	62	-5.658	0.00102	174	54	-0.935	0.31279	96	51	-5.841	0.02766	78	34	6.169	0.9327
RPS6KA1	90	52	-9.933	0.00683	138	65	-8.526	0.00812	96	43	-9.563	0.00164	101	76	-6.375	2e-05	174	101	-9.251	1e-05	96	58	1.262	0.67631	78	29	1.348	0.62398
RRAGA	90	31	-6.441	0.10644	138	47	-4.527	0.13809	96	43	-5.239	0.04752	101	66	-5.262	0.00146	174	71	-9.694	1e-05	96	34	1.444	0.65195	78	40	-10.034	0.00485
RRP12	90	41	3.087	0.75302	138	90	-2.911	0.16346	96	72	-10.519	1e-05	101	66	-3.223	0.03166	174	100	-1.472	0.15153	96	67	-3.33	0.10106	78	48	-6.892	0.02324
RRP1B	90	52	-19.868	1e-05	138	74	-17.908	1e-05	96	66	-11.085	1e-05	101	84	-7.428	1e-05	174	103	-9.859	1e-05	96	61	-2.717	0.15962	78	43	-15.436	3e-05
RRP8	90	54	-16.859	3e-05	138	96	-11.493	3e-05	96	62	-14.436	1e-05	101	60	-6.517	0.00025	174	109	-8.052	1e-05	96	56	-7.244	0.00643	78	36	-19.931	1e-05
RRS1	90	60	-13.157	0.00014	138	104	-18.801	1e-05	96	55	-20.099	1e-05	101	55	-7.919	2e-05	174	139	-7.147	1e-05	96	72	-9.75	8e-05	78	54	-17.123	1e-05
RSU1	90	54	-16.889	3e-05	138	56	-1.428	0.35212	96	69	-4.156	0.0442	101	49	-5.174	0.00638	174	101	-1.181	0.20413	96	68	1.856	0.76371	78	37	-15.736	0.00011
RTN2	90	33	0.017	0.50257	138	55	0.349	0.53733	96	34	-0.783	0.41372	101	29	0.116	0.51961	174	71	0.039	0.5089	96	23	3.27	0.76878	78	43	2.927	0.78888
RUVBL1	90	54	-25.19	1e-05	138	86	-24.642	1e-05	96	73	-16.261	1e-05	101	76	-8.587	1e-05	174	110	-8.727	1e-05	96	65	-9.212	0.00026	78	45	-23.093	1e-05
S100A13	90	34	-5.341	0.14081	138	62	0.212	0.52548	96	52	-6.431	0.01262	101	35	-3.054	0.10175	174	71	-1.876	0.13536	96	34	0.731	0.57793	78	24	2.483	0.69846
S100A4	90	26	-16.658	0.00319	138	53	-6.403	0.05089	96	42	0.054	0.50861	101	54	4.199	0.98374	174	92	-4.486	0.00183	96	42	-5.133	0.06054	78	39	-9.542	0.00673
SACM1L	90	42	-12.82	0.00287	138	80	-7.079	0.01252	96	25	-3.63	0.1873	101	53	-2.198	0.12778	174	109	-7.065	1e-05	96	51	-3.263	0.13984	78	38	-4.044	0.1466
SATB1	90	44	1.166	0.6084	138	87	-1.691	0.2874	96	47	3.684	0.89132	101	58	-2.348	0.10339	174	118	-3.934	0.00172	96	55	-1.97	0.24596	78	37	2.71	0.75966
SCAND1	90	27	0.387	0.52925	138	52	-1.603	0.33885	96	31	-3.549	0.1643	101	34	-5.038	0.02386	174	50	0.057	0.5131	96	46	1.762	0.71335	78	27	-3.467	0.22293
SCARB1	90	42	-6.355	0.07716	138	40	-6.525	0.07387	96	44	-4.199	0.08813	101	65	-6.244	0.00023	174	85	-9.912	1e-05	96	59	-3.557	0.10186	78	43	-16.538	2e-05
SCCPDH	90	27	2.084	0.64958	138	56	-4.504	0.11532	96	51	2.043	0.76212	101	37	-7.28	0.00214	174	87	-1.269	0.20521	96	42	1.486	0.67352	78	28	0.035	0.50164
SCP2	90	42	1.611	0.64386	138	56	-15.53	2e-05	96	38	-5.512	0.05103	101	38	-4.987	0.01825	174	90	-5.605	0.00024	96	31	-6.173	0.05924	78	33	-7.087	0.04619
SCRN1	90	39	-19.328	6e-05	138	55	2.639	0.75824	96	42	-1.711	0.29278	101	69	0.093	0.52246	174	74	0.906	0.70716	96	40	-0.266	0.46711	78	38	1.37	0.63921
SCYL3	90	42	-8.844	0.02478	138	61	-1.463	0.3399	96	53	-3.686	0.09567	101	59	-1.635	0.18374	174	71	-0.852	0.30585	96	49	-4.998	0.0535	78	33	-7.559	0.03667
SDHB	90	52	-20.921	1e-05	138	97	-17.999	1e-05	96	54	-11.938	4e-05	101	40	-7.919	0.00058	174	91	-10.629	1e-05	96	40	-3.092	0.17997	78	43	-19.485	1e-05
SENP6	90	36	2.312	0.68932	138	89	-3.594	0.11343	96	36	-1.27	0.35215	101	46	-4.322	0.02172	174	79	0.248	0.56018	96	43	3.304	0.84323	78	34	-7.657	0.03283
SERPINE1	90	52	-1.2	0.37986	138	58	-3.765	0.15363	96	58	-1.446	0.29259	101	66	-4.604	0.00417	174	104	-2.822	0.02288	96	29	0.234	0.52565	78	26	-1.744	0.35237
SESN1	90	46	-7.402	0.04137	138	94	-7.858	0.00348	96	49	-5.273	0.03674	101	40	-6.664	0.00283	174	70	-2.314	0.09093	96	69	-4.688	0.03487	78	43	-4.791	0.09468
SFN	90	60	2.072	0.71378	138	84	-7.442	0.00835	96	47	-22.886	1e-05	101	73	-1.958	0.11986	174	75	-14.337	1e-05	96	57	-7.913	0.00297	78	46	-13.557	7e-05
SGCB	90	53	-9.66	0.00784	138	91	-8.013	0.00358	96	77	1.444	0.73284	101	48	-2.995	0.07225	174	105	-5.958	1e-05	96	48	-0.098	0.48927	78	40	-3.082	0.20704
SH3BP5	90	39	0.418	0.53616	138	50	-4.549	0.1275	96	38	-12.779	0.00019	101	44	-2.587	0.11137	174	55	-0.411	0.41084	96	39	-0.237	0.47345	78	44	-4.616	0.09859
SHB	90	43	0.809	0.57411	138	61	-2.159	0.27236	96	43	2.945	0.82873	101	42	-1.254	0.27981	174	83	-0.406	0.39732	96	58	-4.284	0.06393	78	60	2.894	0.8274
SHC1	90	38	-1.784	0.34786	138	71	2.635	0.78406	96	49	-4.422	0.06538	101	62	-1.714	0.1677	174	87	-0.722	0.31873	96	29	-0.828	0.41777	78	40	7.515	0.97557
SIRT3	90	60	-2.541	0.24479	138	85	-3.661	0.11447	96	68	-0.064	0.488	101	58	-0.391	0.41626	174	110	0.464	0.63194	96	67	-0.044	0.49123	78	46	-3.137	0.18471
SKIV2L	90	51	1.516	0.64786	138	90	-9.029	0.00131	96	41	-9.289	0.00242	101	72	-1.226	0.22982	174	84	-6.051	0.0002	96	33	0.022	0.50175	78	18	5.223	0.82374
SKP1	90	52	-7.92	0.02427	138	75	-10.611	0.00077	96	47	-4.945	0.0505	101	52	-5.499	0.00348	174	89	-8.505	1e-05	96	68	-1.028	0.34878	78	38	-11.407	0.00218
SLC11A2	90	45	-5.836	0.08693	138	73	-4.028	0.11049	96	27	-8.692	0.01801	101	52	-5.674	0.00283	174	91	0.947	0.73529	96	43	-0.223	0.473	78	41	0.225	0.52565
SLC1A4	90	48	-9.896	0.00937	138	93	-9.213	0.00091	96	65	-12.596	1e-05	101	86	-5.241	0.00029	174	128	-1.971	0.06065	96	62	-4.949	0.03421	78	44	-17.563	1e-05
SLC25A13	90	51	-20.125	1e-05	138	90	-4.811	0.05333	96	46	-5.283	0.04143	101	56	1.094	0.72236	174	98	-4.346	0.00173	96	59	-2.734	0.16282	78	46	-7.2	0.02103
SLC25A14	90	61	0.238	0.52513	138	105	-5.68	0.01897	96	40	-5.482	0.0467	101	63	-1.811	0.15287	174	61	1.971	0.8588	96	66	-1.829	0.24376	78	44	-2.868	0.21068
SLC25A4	90	24	-3.577	0.26456	138	54	-2.992	0.21771	96	43	-5.302	0.04596	101	48	-8.644	0.0001	174	85	-10.398	1e-05	96	58	-4.374	0.06024	78	31	-0.721	0.43235
SLC25A46	90	34	1.038	0.58399	138	74	-6.76	0.02065	96	43	-4.145	0.09223	101	57	-2.879	0.06193	174	89	-2.964	0.02757	96	40	-2.52	0.22692	78	37	-4.416	0.12923
SLC27A3	90	31	3.9	0.77597	138	61	1.655	0.67642	96	38	5.964	0.96101	101	32	-0.709	0.38342	174	67	-0.644	0.35473	96	39	3.485	0.84494	78	49	2.084	0.73313
SLC2A6	90	39	4.855	0.85492	138	43	-1.276	0.38142	96	47	-6.867	0.01226	101	52	-1.64	0.20238	174	89	0.707	0.67995	96	38	1.931	0.71442	78	51	-8.402	0.00589
